4145883_0	fetch a list of moderate hotel QUOTED_STRING_0 from work	@org.schema.Hotel . Hotel ( ) filter geo == $location . work && id =~ QUOTED_STRING_0 && priceRange == enum moderate ;
4145883_1	grab a list of moderate hotel QUOTED_STRING_0 from work	@org.schema.Hotel . Hotel ( ) filter geo == $location . work && id =~ QUOTED_STRING_0 && priceRange == enum moderate ;
4145883_2	get all the QUOTED_STRING_0 lodgings with review count less than 5 , that are luxury .	@org.schema.Hotel . Hotel ( ) filter aggregateRating . reviewCount <= 5 && id =~ QUOTED_STRING_0 && priceRange == enum luxury ;
4145883_3	grab all the QUOTED_STRING_0 lodgings with review count less than 5 , that are luxury .	@org.schema.Hotel . Hotel ( ) filter aggregateRating . reviewCount <= 5 && id =~ QUOTED_STRING_0 && priceRange == enum luxury ;
4145883_4	please get for all 4 star lodgings , which have smaller review count than NUMBER_0 .	@org.schema.Hotel . Hotel ( ) filter aggregateRating . reviewCount <= 0 && starRating . ratingValue == 4 ;
4145883_5	please seek for all 4 star lodgings , which have smaller review count than NUMBER_0 .	@org.schema.Hotel . Hotel ( ) filter aggregateRating . reviewCount <= 0 && starRating . ratingValue == 4 ;
4145883_6	i desire any luxury hotels that have lower rating than 5	@org.schema.Hotel . Hotel ( ) filter aggregateRating . ratingValue <= 5 && priceRange == enum luxury ;
4145883_7	i demand any luxury hotels that have lower rating than 5	@org.schema.Hotel . Hotel ( ) filter aggregateRating . ratingValue <= 5 && priceRange == enum luxury ;
4145883_10	which resort QUOTED_STRING_0 have smaller review count than 5 and price range expensive	@org.schema.Hotel . Hotel ( ) filter aggregateRating . reviewCount <= 5 && id =~ QUOTED_STRING_0 && priceRange == enum expensive ;
4145883_11	what resort QUOTED_STRING_0 have tinier review count than 5 and price range expensive	@org.schema.Hotel . Hotel ( ) filter aggregateRating . reviewCount <= 5 && id =~ QUOTED_STRING_0 && priceRange == enum expensive ;
4145883_12	please fetch the list of QUOTED_STRING_0 lodgings with review count less than 5 , that are luxury .	@org.schema.Hotel . Hotel ( ) filter aggregateRating . reviewCount <= 5 && id =~ QUOTED_STRING_0 && priceRange == enum luxury ;
4145883_13	please grab the list of QUOTED_STRING_0 lodgings with review count less than 5 , that are luxury .	@org.schema.Hotel . Hotel ( ) filter aggregateRating . reviewCount <= 5 && id =~ QUOTED_STRING_0 && priceRange == enum luxury ;
4145883_14	tell me , what are 5 star resorts in this area ?	@org.schema.Hotel . Hotel ( ) filter geo == $location . current_location && starRating . ratingValue == 5 ;
4145883_15	text me , what are 5 star resorts in this area ?	@org.schema.Hotel . Hotel ( ) filter geo == $location . current_location && starRating . ratingValue == 5 ;
4145883_18	show me expensive QUOTED_STRING_0 resorts that have less than 5 reviews	@org.schema.Hotel . Hotel ( ) filter aggregateRating . reviewCount <= 5 && id =~ QUOTED_STRING_0 && priceRange == enum expensive ;
4145883_19	show me resorts that have less than 5 reviews and are expensive QUOTED_STRING_0	@org.schema.Hotel . Hotel ( ) filter aggregateRating . reviewCount <= 5 && id =~ QUOTED_STRING_0 && priceRange == enum expensive ;
4145883_20	show me luxury QUOTED_STRING_0 lodgings with less than 5 reviews	@org.schema.Hotel . Hotel ( ) filter aggregateRating . reviewCount <= 5 && id =~ QUOTED_STRING_0 && priceRange == enum luxury ;
4145883_21	show me QUOTED_STRING_0 lodgings that have less than 5 reviews and are luxury	@org.schema.Hotel . Hotel ( ) filter aggregateRating . reviewCount <= 5 && id =~ QUOTED_STRING_0 && priceRange == enum luxury ;
4145883_22	tell me which resorts in this area are 5 stars	@org.schema.Hotel . Hotel ( ) filter geo == $location . current_location && starRating . ratingValue == 5 ;
4145883_23	show me the resorts in this area that have 5 stars	@org.schema.Hotel . Hotel ( ) filter geo == $location . current_location && starRating . ratingValue == 5 ;
4145883_24	text me what is the amenity feature which motel that have location work , and are 2 star and have the latest checkin time offer	[ amenityFeature ] of sort ( checkinTime desc of @org.schema.Hotel . Hotel ( ) filter geo == $location . work && starRating . ratingValue == 2 ) [ 1 ] ;
4145883_25	show me what is the amenity feature which motel that have location work , and are 2 star and have the latest checkin time offer	[ amenityFeature ] of sort ( checkinTime desc of @org.schema.Hotel . Hotel ( ) filter geo == $location . work && starRating . ratingValue == 2 ) [ 1 ] ;
4145883_26	text me what 's the star rating of the 10 top-rated lodgings .	[ starRating . ratingValue ] of sort ( aggregateRating . ratingValue desc of @org.schema.Hotel . Hotel ( ) ) [ 1 : 10 ] ;
4145883_27	tell me what 's the star rating of the 10 top-rated lodgings .	[ starRating . ratingValue ] of sort ( aggregateRating . ratingValue desc of @org.schema.Hotel . Hotel ( ) ) [ 1 : 10 ] ;
4145883_28	what star rating does the lodgings with 6 amenity and the highest star rating have	[ starRating . ratingValue ] of sort ( starRating . ratingValue desc of @org.schema.Hotel . Hotel ( ) filter count ( amenityFeature ) == 6 ) [ 1 ] ;
4145883_29	what star rating does the lodgings with 6 amenity and the largest star rating have	[ starRating . ratingValue ] of sort ( starRating . ratingValue desc of @org.schema.Hotel . Hotel ( ) filter count ( amenityFeature ) == 6 ) [ 1 ] ;
4145883_30	which resorts get smaller star rating than 1	@org.schema.Hotel . Hotel ( ) filter starRating . ratingValue <= 1 ;
