4149176_0	get the 2 most recent music selections that are the czech version that are NUMBER_0 hours long .	sort ( datePublished desc of @org.schema.Music . MusicRecording ( ) filter duration == NUMBER_0 h && inLanguage == null ^^tt:iso_lang_code ( " czech " ) ) [ 1 : 2 ] ;
4149176_1	i need the NUMBER_0 hour czech version of the 2 latest songs	sort ( datePublished desc of @org.schema.Music . MusicRecording ( ) filter duration == NUMBER_0 h && inLanguage == null ^^tt:iso_lang_code ( " czech " ) ) [ 1 : 2 ] ;
4149176_2	get the last QUOTED_STRING_0 songs that are shorter than 2 days with the album stardust and the spiders .	sort ( datePublished desc of @org.schema.Music . MusicRecording ( ) filter duration <= 2 day && id =~ QUOTED_STRING_0 && inAlbum == null ^^org.schema.Music:MusicAlbum ( " stardust and the spiders " ) ) [ 1 ] ;
4149176_3	i need the album stardust and the spiders that is shorter than 2 days in length with the last songs QUOTED_STRING_0 .	sort ( datePublished desc of @org.schema.Music . MusicRecording ( ) filter duration <= 2 day && id =~ QUOTED_STRING_0 && inAlbum == null ^^org.schema.Music:MusicAlbum ( " stardust and the spiders " ) ) [ 1 ] ;
4149176_4	who was the band that had the 3 shortest music recordings	[ byArtist ] of sort ( duration desc of @org.schema.Music . MusicRecording ( ) ) [ 1 : 3 ] ;
4149176_5	i need to know who the band was that created the 3 shortest music recordings .	[ byArtist ] of sort ( duration desc of @org.schema.Music . MusicRecording ( ) ) [ 1 : 3 ] ;
4149176_6	tell me what the music recordings are for quiet riot QUOTED_STRING_0 that has less length than 2 days	@org.schema.Music . MusicRecording ( ) filter byArtist == null ^^org.schema.Music:Person ( " quiet riot " ) && duration <= 2 day && id =~ QUOTED_STRING_0 ;
4149176_7	what are the recordings for QUOTED_STRING_0 by quiet riot that are less than 2 days long	@org.schema.Music . MusicRecording ( ) filter byArtist == null ^^org.schema.Music:Person ( " quiet riot " ) && duration <= 2 day && id =~ QUOTED_STRING_0 ;
4149176_8	find me the czech version of the 2 latest music pieces that have a duration of NUMBER_0 hours .	sort ( datePublished desc of @org.schema.Music . MusicRecording ( ) filter duration == NUMBER_0 h && inLanguage == null ^^tt:iso_lang_code ( " czech " ) ) [ 1 : 2 ] ;
4149176_10	find me the last QUOTED_STRING_0 songs on the album stardust and the spiders that are less than 2 days long .	sort ( datePublished desc of @org.schema.Music . MusicRecording ( ) filter duration <= 2 day && id =~ QUOTED_STRING_0 && inAlbum == null ^^org.schema.Music:MusicAlbum ( " stardust and the spiders " ) ) [ 1 ] ;
4149176_11	search for the latest QUOTED_STRING_0 songs that have a duration shorter than 2 days and can be found on the album stardust and the spiders .	sort ( datePublished desc of @org.schema.Music . MusicRecording ( ) filter duration <= 2 day && id =~ QUOTED_STRING_0 && inAlbum == null ^^org.schema.Music:MusicAlbum ( " stardust and the spiders " ) ) [ 1 ] ;
4149176_12	which band created the shortest 3 music recordings ?	[ byArtist ] of sort ( duration desc of @org.schema.Music . MusicRecording ( ) ) [ 1 : 3 ] ;
4149176_13	tell me the name of the band that created the shortest 3 music recordings .	[ byArtist ] of sort ( duration desc of @org.schema.Music . MusicRecording ( ) ) [ 1 : 3 ] ;
4149176_14	find me music recordings QUOTED_STRING_0 by quiet riot that have a duration of less than 2 days .	@org.schema.Music . MusicRecording ( ) filter byArtist == null ^^org.schema.Music:Person ( " quiet riot " ) && duration <= 2 day && id =~ QUOTED_STRING_0 ;
4149176_15	i want the quiet riot QUOTED_STRING_0 music recordings with a duration shorter than 2 days .	@org.schema.Music . MusicRecording ( ) filter byArtist == null ^^org.schema.Music:Person ( " quiet riot " ) && duration <= 2 day && id =~ QUOTED_STRING_0 ;
4149176_16	search for 2 latest releases in the czech language with the duration of NUMBER_0 h.	sort ( datePublished desc of @org.schema.Music . MusicRecording ( ) filter duration == NUMBER_0 h && inLanguage == null ^^tt:iso_lang_code ( " czech " ) ) [ 1 : 2 ] ;
4149176_17	i need 2 most recent releases of czech music that are NUMBER_0 hours in duration .	sort ( datePublished desc of @org.schema.Music . MusicRecording ( ) filter duration == NUMBER_0 h && inLanguage == null ^^tt:iso_lang_code ( " czech " ) ) [ 1 : 2 ] ;
4149176_18	find the last QUOTED_STRING_0 songs from the stardust and the spiders album and duration less than 2 days	sort ( datePublished desc of @org.schema.Music . MusicRecording ( ) filter duration <= 2 day && id =~ QUOTED_STRING_0 && inAlbum == null ^^org.schema.Music:MusicAlbum ( " stardust and the spiders " ) ) [ 1 ] ;
4149176_19	get me the latest QUOTED_STRING_0 songs with less than 2 days duration from stardust and the spiders album .	sort ( datePublished desc of @org.schema.Music . MusicRecording ( ) filter duration <= 2 day && id =~ QUOTED_STRING_0 && inAlbum == null ^^org.schema.Music:MusicAlbum ( " stardust and the spiders " ) ) [ 1 ] ;
4149176_20	which band has created 3 shortest music pieces ?	[ byArtist ] of sort ( duration desc of @org.schema.Music . MusicRecording ( ) ) [ 1 : 3 ] ;
4149176_21	find out what music band has made 3 shortest recordings	[ byArtist ] of sort ( duration desc of @org.schema.Music . MusicRecording ( ) ) [ 1 : 3 ] ;
4149176_22	please find the song QUOTED_STRING_0 released by quiet riot with duration less than 2 days	@org.schema.Music . MusicRecording ( ) filter byArtist == null ^^org.schema.Music:Person ( " quiet riot " ) && duration <= 2 day && id =~ QUOTED_STRING_0 ;
4149176_23	i am interested in the quiet riot 's song titled QUOTED_STRING_0 that has less than 2 days duration	@org.schema.Music . MusicRecording ( ) filter byArtist == null ^^org.schema.Music:Person ( " quiet riot " ) && duration <= 2 day && id =~ QUOTED_STRING_0 ;
4149176_24	show any recent recordings by meco	sort ( datePublished desc of @org.schema.Music . MusicRecording ( ) filter byArtist == null ^^org.schema.Music:Person ( " meco " ) ) [ 1 ] ;
4149176_25	display meco tracks that are newest	sort ( datePublished desc of @org.schema.Music . MusicRecording ( ) filter byArtist == null ^^org.schema.Music:Person ( " meco " ) ) [ 1 ] ;
4149176_26	what album by al martino matches QUOTED_STRING_0 ?	@org.schema.Music . MusicAlbum ( ) filter byArtist == null ^^org.schema.Music:Person ( " al martino " ) && id =~ QUOTED_STRING_0 ;
4149176_27	display any albums titled QUOTED_STRING_0 made by artist al martino	@org.schema.Music . MusicAlbum ( ) filter byArtist == null ^^org.schema.Music:Person ( " al martino " ) && id =~ QUOTED_STRING_0 ;
4149176_28	show matches for QUOTED_STRING_0 with fewer than 7 songs	@org.schema.Music . MusicAlbum ( ) filter id =~ QUOTED_STRING_0 && numTracks <= 7 ;
4149176_29	search for QUOTED_STRING_0 with less than 7 tracks	@org.schema.Music . MusicAlbum ( ) filter id =~ QUOTED_STRING_0 && numTracks <= 7 ;
4149176_34	find all of the albums called QUOTED_STRING_0 by al martino .	@org.schema.Music . MusicAlbum ( ) filter byArtist == null ^^org.schema.Music:Person ( " al martino " ) && id =~ QUOTED_STRING_0 ;
4149176_35	i am looking for all albums with name QUOTED_STRING_0 which are sung by al martino .	@org.schema.Music . MusicAlbum ( ) filter byArtist == null ^^org.schema.Music:Person ( " al martino " ) && id =~ QUOTED_STRING_0 ;
4149176_36	find all QUOTED_STRING_0 albums with 7 or less songs .	@org.schema.Music . MusicAlbum ( ) filter id =~ QUOTED_STRING_0 && numTracks <= 7 ;
4149176_37	for albums with less that 7 songs , please find all by QUOTED_STRING_0 .	@org.schema.Music . MusicAlbum ( ) filter id =~ QUOTED_STRING_0 && numTracks <= 7 ;
4149176_40	show me meco 's most recent music	sort ( datePublished desc of @org.schema.Music . MusicRecording ( ) filter byArtist == null ^^org.schema.Music:Person ( " meco " ) ) [ 1 ] ;
4149176_41	can i hear some of meco 's latest music ?	sort ( datePublished desc of @org.schema.Music . MusicRecording ( ) filter byArtist == null ^^org.schema.Music:Person ( " meco " ) ) [ 1 ] ;
4149176_42	will you show me a list of the album QUOTED_STRING_0 by al martino ?	@org.schema.Music . MusicAlbum ( ) filter byArtist == null ^^org.schema.Music:Person ( " al martino " ) && id =~ QUOTED_STRING_0 ;
4149176_43	i would like to see a list of albums calls QUOTED_STRING_0 that was by al martino .	@org.schema.Music . MusicAlbum ( ) filter byArtist == null ^^org.schema.Music:Person ( " al martino " ) && id =~ QUOTED_STRING_0 ;
4149176_44	show me all of the songs that made it from 1 to 7 of QUOTED_STRING_0	@org.schema.Music . MusicAlbum ( ) filter id =~ QUOTED_STRING_0 && numTracks <= 7 ;
4149176_45	can you list all the QUOTED_STRING_0 songs that made it to under 7 or less ?	@org.schema.Music . MusicAlbum ( ) filter id =~ QUOTED_STRING_0 && numTracks <= 7 ;
4149176_48	find musical recordings of QUOTED_STRING_0 performed by betty wright .	@org.schema.Music . MusicRecording ( ) filter byArtist == null ^^org.schema.Music:Person ( " betty wright " ) && id =~ QUOTED_STRING_0 ;
4149176_49	find QUOTED_STRING_0 recordings by betty wright .	@org.schema.Music . MusicRecording ( ) filter byArtist == null ^^org.schema.Music:Person ( " betty wright " ) && id =~ QUOTED_STRING_0 ;
4149176_50	find QUOTED_STRING_0 songs that are at least NUMBER_0 hours long .	@org.schema.Music . MusicRecording ( ) filter duration >= NUMBER_0 h && id =~ QUOTED_STRING_0 ;
4149176_51	i 'm looking for a list of song titled QUOTED_STRING_0 that have a duration of NUMBER_0 hours or more .	@org.schema.Music . MusicRecording ( ) filter duration >= NUMBER_0 h && id =~ QUOTED_STRING_0 ;
4149176_52	what is the url for this music ?	[ url ] of @org.schema.Music . MusicRecording ( ) ;
4149176_53	i 'm looking for the url of this musical recording .	[ url ] of @org.schema.Music . MusicRecording ( ) ;
4149176_54	i 'm looking for the name of the band that created the 11 minute long recording written this week .	[ byArtist ] of @org.schema.Music . MusicRecording ( ) filter datePublished <= $end_of ( week ) && datePublished >= $start_of ( week ) && duration == 11 min ;
4149176_55	what is the name of the band that created the music recording written this week that is 11 minutes in duration ?	[ byArtist ] of @org.schema.Music . MusicRecording ( ) filter datePublished <= $end_of ( week ) && datePublished >= $start_of ( week ) && duration == 11 min ;
4149176_56	search for any music recording of QUOTED_STRING_0 sung by betty wright	@org.schema.Music . MusicRecording ( ) filter byArtist == null ^^org.schema.Music:Person ( " betty wright " ) && id =~ QUOTED_STRING_0 ;
4149176_57	find any music recordings of QUOTED_STRING_0 sung by betty wright	@org.schema.Music . MusicRecording ( ) filter byArtist == null ^^org.schema.Music:Person ( " betty wright " ) && id =~ QUOTED_STRING_0 ;
4149176_58	search the list of songs for QUOTED_STRING_0 that have a duration of NUMBER_0 h or more .	@org.schema.Music . MusicRecording ( ) filter duration >= NUMBER_0 h && id =~ QUOTED_STRING_0 ;
4149176_59	search the list of songs for one titles QUOTED_STRING_0 and that has a duration of NUMBER_0 h or more .	@org.schema.Music . MusicRecording ( ) filter duration >= NUMBER_0 h && id =~ QUOTED_STRING_0 ;
4149176_60	what 's the url for the music recording ?	[ url ] of @org.schema.Music . MusicRecording ( ) ;
4149176_61	what url do you have for the music recording ?	[ url ] of @org.schema.Music . MusicRecording ( ) ;
4149176_62	show me the band that created the 11 min long musical recording written this week	[ byArtist ] of @org.schema.Music . MusicRecording ( ) filter datePublished <= $end_of ( week ) && datePublished >= $start_of ( week ) && duration == 11 min ;
4149176_63	show me the band that created the 11 min long music recording that was written this week	[ byArtist ] of @org.schema.Music . MusicRecording ( ) filter datePublished <= $end_of ( week ) && datePublished >= $start_of ( week ) && duration == 11 min ;
4149176_64	find music recordings QUOTED_STRING_0 that were written by betty wright .	@org.schema.Music . MusicRecording ( ) filter byArtist == null ^^org.schema.Music:Person ( " betty wright " ) && id =~ QUOTED_STRING_0 ;
4149176_65	show me music recordings QUOTED_STRING_0 that got written by betty wright .	@org.schema.Music . MusicRecording ( ) filter byArtist == null ^^org.schema.Music:Person ( " betty wright " ) && id =~ QUOTED_STRING_0 ;
4149176_68	what url do music recordings have ?	[ url ] of @org.schema.Music . MusicRecording ( ) ;
4149176_69	tell me the url of music recordings	[ url ] of @org.schema.Music . MusicRecording ( ) ;
4149176_70	i want who see the band that has an 11 min long music recording that was written this week was made by .	[ byArtist ] of @org.schema.Music . MusicRecording ( ) filter datePublished <= $end_of ( week ) && datePublished >= $start_of ( week ) && duration == 11 min ;
4149176_71	show me who made the band that was written this week and has an 11 min long music recoding .	[ byArtist ] of @org.schema.Music . MusicRecording ( ) filter datePublished <= $end_of ( week ) && datePublished >= $start_of ( week ) && duration == 11 min ;
4149176_72	show me a QUOTED_STRING_0 music recording .	@org.schema.Music . MusicRecording ( ) filter id =~ QUOTED_STRING_0 ;
4149176_73	can you find me a QUOTED_STRING_0 music recording .	@org.schema.Music . MusicRecording ( ) filter id =~ QUOTED_STRING_0 ;
4149176_74	can you please search for a song QUOTED_STRING_0 which have band betty wright	@org.schema.Music . MusicRecording ( ) filter byArtist == null ^^org.schema.Music:Person ( " betty wright " ) && id =~ QUOTED_STRING_0 ;
